NO,UP3,ULP,PENYULANG,ALAMAT,NOMOR_GARDU,NOMOR_TIANG,PHASA,DAYA_KVA,MERK,BEBAN_NOMINAL_AMPERE,JUR_X1_A,JUR_X2_A,JUR_X3_A,N_A_A,JUR_X1_B,JUR_X2_B,JUR_X3_B,N_A_B,BEBAN_REAL_AMPERE,Persentase_BEBAN,TEG_PANGKAL_X1_A,TEG_PANGKAL_X2_A,TEG_PANGKAL_X1_B,TEG_PANGKAL_X2_B,TEG_UJUNG_X1_A,TEG_UJUNG_X2_A,TEG_UJUNG_X1_B,TEG_UJUNG_X2_B,TEG_TM,FREK,TANGGAL,JAM,PETUGAS,KETERANGAN
300,CILACAP,GOMBONG,GBG 10,,,GBG10-073-S001,3,100,SINTRA,454.55,22.30,51.50,54.90,9.90,,,,,128.7,0.28,396.90,309.90,,,394.90,308.90,,,18.51,50.00,2019-05-12,11.15,YULI PUSPITO/HERY SUGIYANTO,
301,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T022,3,160,TRAFINDO,727.27,129.00,77.90,93.80,36.70,,,,,300.7,0.41,403.30,401.40,,,402.30,400.40,,,21.11,50.00,2019-05-12,13.15,YULI PUSPITO/HERY SUGIYANTO,
302,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T026,3,200,B & D,909.09,123.50,117.40,36.40,38.40,,,,,277.3,0.31,405.00,405.30,,,404.00,404.30,,,21.26,50.00,2019-05-12,13.23,YULI PUSPITO/HERY SUGIYANTO,
303,CILACAP,GOMBONG,GBG 10,,,GBG.02 0054 T001 S01 S017 U003,3,160,TRAFINDO,727.27,82.00,69.20,69.10,9.30,,,,,220.3,0.30,404.30,394.20,,,403.30,393.20,,,20.95,50.00,2019-05-12,13.30,YULI PUSPITO/HERY SUGIYANTO,
304,CILACAP,GOMBONG,GBG 05,,,GBG02 0054 T0004,3,160,TRAFINDO,727.27,82.00,65.50,59.50,27.80,,,,,207,0.28,403.80,402.50,,,402.80,401.50,,,21.15,50.00,2019-05-12,13.40,YULI PUSPITO/HERY SUGIYANTO,
305,CILACAP,GOMBONG,KBM 04,,,GBG.02 0054 T0015,3,200,TRAFINDO,909.09,0.90,4.20,3.10,3.40,,,,,8.2,0.01,408.30,405.70,,,407.30,404.70,,,21.36,50.00,2019-05-12,13.45,YULI PUSPITO/HERY SUGIYANTO,
306,CILACAP,GOMBONG,GBG 10,,,GBG.02 0054 T0017 U0001,3,160,TRAFINDO,727.27,25.90,15.30,22.70,15.90,,,,,63.9,0.09,407.60,405.30,,,406.60,404.80,,,21.34,50.00,2019-05-12,13.51,YULI PUSPITO/HERY SUGIYANTO,
307,CILACAP,GOMBONG,GBG 10,,,GBG.02 0054 T0020,3,100,STARLITE,454.55,19.20,22.60,25.10,5.90,,,,,66.9,0.15,406.20,403.90,,,405.20,402.90,,,21.25,50.00,2019-05-12,14.03,YULI PUSPITO/HERY SUGIYANTO,
308,CILACAP,GOMBONG,GBG 02,,,GBG.02 0054 T0031,3,100,B & D,454.55,107.60,75.60,55.70,16.50,,,,,238.9,0.53,399.40,401.50,,,398.40,400.50,,,21.01,50.00,2019-05-12,14.15,YULI PUSPITO/HERY SUGIYANTO,
309,CILACAP,GOMBONG,GBG 04,,,GBG.02 0054 T0038,3,160,B & D,727.27,48.60,102.00,88.70,0.40,,,,,239.3,0.33,399.10,400.20,,,398.10,399.20,,,20.97,50.00,2019-05-12,14.37,YULI PUSPITO/HERY SUGIYANTO,
310,CILACAP,GOMBONG,GBG 04,,,GBG.02 0054 T0043,3,50,TRAFINDO,227.27,15.10,46.90,33.50,10.50,,,,,95.5,0.42,394.30,390.70,,,393.30,389.70,,,20.59,50.00,2019-05-13,09.20,YULI PUSPITO/HERY SUGIYANTO,
311,CILACAP,GOMBONG,GBG 10,,,GBG02 0057,3,100,SINTRA,454.55,34.70,56.10,32.20,4.30,,,,,123,0.27,404.60,403.30,,,403.60,402.20,,,21.19,50.00,2019-05-13,09.30,YULI PUSPITO/HERY SUGIYANTO,
312,CILACAP,GOMBONG,GBG 10,,,GBG.02 0060,3,50,STARLITE,227.27,21.30,23.00,13.60,2.40,,,,,57.9,0.25,406.50,401.40,,,405.50,400.40,,,21.20,50.00,2019-05-13,09.41,YULI PUSPITO/HERY SUGIYANTO,
313,CILACAP,GOMBONG,GBG 10,,,GBG.02 0070 B0005,3,100,SINTRA,454.55,83.90,70.30,4.50,9.30,,,,,158.7,0.35,400.40,402.60,,,399.40,401.60,,,21.07,50.00,2019-05-13,09.47,YULI PUSPITO/HERY SUGIYANTO,
314,CILACAP,GOMBONG,GBG 10,,,GBG.02 0070 B0012,3,200,TRAFINDO,909.09,6.40,39.00,24.20,31.10,,,,,69.6,0.08,405.50,403.00,,,404.50,402.00,,,21.21,50.00,2019-05-13,10.00,YULI PUSPITO/HERY SUGIYANTO,
315,CILACAP,GOMBONG,GBG 02,,,GBG.02 0070 B0008,3,160,UNINDO,727.27,127.50,37.30,52.90,28.90,,,,,217.7,0.30,405.80,398.30,,,404.80,397.30,,,21.10,50.00,2019-05-13,10.05,YULI PUSPITO/HERY SUGIYANTO,
316,CILACAP,GOMBONG,GBG 02,,,GBG.02 0073,3,160,TRAFINDO,727.27,95.90,79.90,80.20,26.70,,,,,256,0.35,403.00,400.60,,,402.00,399.60,,,21.08,50.00,2019-05-13,10.10,YULI PUSPITO/HERY SUGIYANTO,
317,CILACAP,GOMBONG,GBG 04,,,GBG.02 0074,3,100,TRAFINDO,454.55,41.30,149.40,37.20,47.30,,,,,227.9,0.50,403.20,400.70,,,402.20,399.70,,,21.09,50.00,2019-05-13,10.15,YULI PUSPITO/HERY SUGIYANTO,
318,CILACAP,GOMBONG,GBG 06,,,GBG.02 0081,3,160,SINTRA,727.27,121.20,54.10,77.00,28.10,,,,,252.3,0.35,403.70,395.60,,,402.70,394.60,,,20.97,50.00,2019-05-13,10.20,YULI PUSPITO/HERY SUGIYANTO,
319,CILACAP,GOMBONG,GBG 05,,,GBG.02 0081 U0008,3,100,SINTRA,454.55,77.70,47.80,48.80,16.70,,,,,174.3,0.38,400.00,399.10,,,399.00,398.10,,,20.96,50.00,2019-05-13,10.25,YULI PUSPITO/HERY SUGIYANTO,
320,CILACAP,GOMBONG,GBG 10,,,GBG.02 0083,3,50,B & D,227.27,0.00,0.00,8.10,7.70,,,,,8.1,0.04,406.00,402.60,,,405.00,401.60,,,21.21,50.00,2019-05-13,10.30,YULI PUSPITO/HERY SUGIYANTO,
321,CILACAP,GOMBONG,GBG 10,,,GBG.02 0091,3,200,STARLITE,909.09,91.70,109.10,82.10,41.20,,,,,282.9,0.31,385.20,381.90,,,384.20,380.90,,,20.12,50.00,2019-05-13,10.36,YULI PUSPITO/HERY SUGIYANTO,
322,CILACAP,GOMBONG,GBG 10,,,GBG02-101,3,100,SCHNEIDER,454.55,27.30,66.40,39.30,49.70,,,,,133,0.29,405.40,401.60,,,404.40,400.60,,,21.17,50.00,2019-05-13,10.45,YULI PUSPITO/HERY SUGIYANTO,
323,CILACAP,GOMBONG,GBG 10,,,GBG.02 0100,3,100,STARLITE,454.55,28.70,45.40,18.30,2.50,,,,,92.4,0.20,397.80,359.90,,,396.80,358.90,,,19.87,50.00,2019-05-13,11.05,YULI PUSPITO/HERY SUGIYANTO,
324,CILACAP,GOMBONG,GBG 05,,,GBG.02 0103,3,50,B & D,227.27,6.40,6.50,17.80,0.00,,,,,30.7,0.14,399.30,395.00,,,398.30,394.00,,,20.84,50.00,2019-05-13,11.16,YULI PUSPITO/HERY SUGIYANTO,
325,CILACAP,GOMBONG,GBG 10,,,GBG.02 0105,3,100,SINTRA,454.55,55.00,49.20,54.80,12.60,,,,,159,0.35,382.70,380.50,,,381.70,379.50,,,20.02,50.00,2019-05-13,13.26,YULI PUSPITO/HERY SUGIYANTO,
326,CILACAP,GOMBONG,GBG 10,,,GBG.02 0107,3,100,SINTRA,454.55,100.20,105.10,38.80,6.20,,,,,244.1,0.54,381.50,379.10,,,380.50,378.10,,,19.95,50.00,2019-05-13,13.33,YULI PUSPITO/HERY SUGIYANTO,
327,CILACAP,GOMBONG,GBG 04,,,GBG.02 0107 U0004,3,100,STARLITE,454.55,95.00,73.40,63.90,29.50,,,,,232.3,0.51,404.90,399.40,,,403.90,398.40,,,21.10,50.00,2019-05-13,13.41,YULI PUSPITO/HERY SUGIYANTO,
328,CILACAP,GOMBONG,GBG 06,,,GBG.02 0107 U0012,3,100,TRAFINDO,454.55,3.70,2.80,3.10,0.00,,,,,9.6,0.02,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-13,13.47,YULI PUSPITO/HERY SUGIYANTO,
329,CILACAP,GOMBONG,GBG 10,,,GBG.02 0107 U0012 T0004,3,100,SINTRA,454.55,191.40,80.60,73.30,73.80,,,,,345.3,0.76,394.70,398.60,,,393.70,397.60,,,20.81,50.00,2019-05-13,13.53,YULI PUSPITO/HERY SUGIYANTO,
330,CILACAP,GOMBONG,GBG 10,,,GBG.02 0107 U0012 T0008 b,3,200,STARLITE,909.09,57.80,71.20,86.80,16.10,,,,,215.8,0.24,385.00,380.60,,,384.00,379.60,,,20.08,50.00,2019-05-13,14.04,YULI PUSPITO/HERY SUGIYANTO,
331,CILACAP,GOMBONG,GBG 05,,,GBG.02 0107 U0012 T0008,3,50,TRAFINDO,227.27,0.00,5.00,7.00,1.10,,,,,12,0.05,407.20,403.00,,,406.20,402.00,,,21.26,50.00,2019-05-13,14.19,YULI PUSPITO/HERY SUGIYANTO,
332,CILACAP,GOMBONG,GBG 10,,,GBG.02 0110,3,100,TRAFINDO,454.55,74.40,110.50,72.90,38.40,,,,,257.8,0.57,399.90,397.20,,,398.90,396.20,,,20.91,50.00,2019-05-13,14.24,YULI PUSPITO/HERY SUGIYANTO,
333,CILACAP,GOMBONG,GBG 10,,,GBG.02 0112,3,100,B & D,454.55,74.10,75.70,58.00,12.00,,,,,207.8,0.46,400.60,399.00,,,399.60,398.00,,,20.98,50.00,2019-05-13,14.31,YULI PUSPITO/HERY SUGIYANTO,
334,CILACAP,GOMBONG,GBG 06,,,GBG.02 0116,3,315,TRAFINDO,1431.82,30.30,15.40,30.70,0.10,,,,,76.4,0.05,403.80,401.80,,,402.80,400.80,,,21.13,50.00,2019-05-14,09.25,YULI PUSPITO/HERY SUGIYANTO,
335,CILACAP,GOMBONG,GBG 10,,,GBG.02 0118,3,50,TRAFINDO,227.27,46.80,152.80,94.60,10.80,,,,,294.2,1.29,386.40,152.80,,,385.40,151.80,,,14.13,50.00,2019-05-14,09.32,YULI PUSPITO/HERY SUGIYANTO,
336,CILACAP,GOMBONG,GBG 10,,,GBG.02 0119,3,200,B & D,909.09,35.10,37.00,48.30,15.10,,,,,120.4,0.13,398.70,396.30,,,397.70,395.30,,,20.86,50.00,2019-05-14,09.38,YULI PUSPITO/HERY SUGIYANTO,TRAFO PREMIUM
337,CILACAP,GOMBONG,GBG 10,,,GBG.02 0123,3,200,TRAFINDO,909.09,0.00,0.00,0.00,0.00,,,,,0,0.00,397.60,388.70,,,396.60,388.70,,,20.65,50.00,2019-05-14,09.41,YULI PUSPITO/HERY SUGIYANTO,TRAFO PREMIUM
338,CILACAP,GOMBONG,GBG 10,,,GBG.02 0119 S0007,3,200,TRAFINDO,909.09,47.40,44.40,46.50,9.90,,,,,138.3,0.15,394.20,392.60,,,393.20,392.60,,,20.67,50.00,2019-05-14,09.50,YULI PUSPITO/HERY SUGIYANTO,
339,CILACAP,GOMBONG,GBG 10,,,GBG.02 0119 S0010,3,200,B & D,909.09,161.40,186.50,174.50,6.40,,,,,522.4,0.57,386.10,383.00,,,385.10,382.00,,,20.17,50.00,2019-05-14,10.10,YULI PUSPITO/HERY SUGIYANTO,
340,CILACAP,GOMBONG,GBG 10,,,GBG.02 0119 S0023,3,100,SINTRA,454.55,75.00,129.00,53.30,29.20,,,,,257.3,0.57,385.60,379.10,,,384.60,378.10,,,20.06,50.00,2019-05-14,10.25,YULI PUSPITO/HERY SUGIYANTO,
341,CILACAP,GOMBONG,GBG 10,,,GBG.02 0119 S0031,3,100,TRAFINDO,454.55,60.90,60.90,60.50,7.40,,,,,182.3,0.40,383.40,380.80,,,382.40,379.80,,,20.05,50.00,2019-05-14,10.30,YULI PUSPITO/HERY SUGIYANTO,
342,CILACAP,GOMBONG,GBG 05,,,GBG.02 0123 U0004,3,50,B & D,227.27,3.60,0.50,0.00,2.90,,,,,4.1,0.02,386.70,382.60,,,385.70,381.60,,,20.18,50.00,2019-05-14,10.36,YULI PUSPITO/HERY SUGIYANTO,
343,CILACAP,GOMBONG,GBG 10,,,GBG.02 0123 U0007,3,100,SCHNEIDER,454.55,88.20,43.20,69.90,40.90,,,,,201.3,0.44,381.60,374.90,,,380.60,373.90,,,19.84,50.00,2019-05-14,10.41,YULI PUSPITO/HERY SUGIYANTO,
344,CILACAP,GOMBONG,GBG 10,,,GBG02-126-U18,3,160,TRAFINDO,727.27,95.00,90.70,38.60,23.50,,,,,224.3,0.31,382.90,381.10,,,380.90,380.10,,,20.01,50.00,2019-05-14,10.45,YULI PUSPITO/HERY SUGIYANTO,
345,CILACAP,GOMBONG,GBG 04,,,GBG02-126-U29,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,385.00,381.60,,,384.00,380.60,,,20.11,50.00,2019-05-14,10.55,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
346,CILACAP,GOMBONG,GBG 06,,,GBG02-126-U46,3,160,TRAFINDO,727.27,45.20,15.60,10.60,26.80,,,,,71.4,0.10,383.20,380.40,,,382.20,379.40,,,20.03,50.00,2019-05-14,11.05,YULI PUSPITO/HERY SUGIYANTO,
347,CILACAP,GOMBONG,GBG 08,,,GBG02-126-S10,3,100,SINTRA,454.55,42.20,59.60,46.40,13.90,,,,,148.2,0.33,381.40,376.40,,,380.40,375.40,,,19.88,50.00,2019-05-14,11.15,YULI PUSPITO/HERY SUGIYANTO,
348,CILACAP,GOMBONG,GBG 10,,,GBG02-126-S14,3,100,SINTRA,454.55,82.40,105.00,112.40,24.50,,,,,299.8,0.66,375.70,365.90,,,374.70,364.90,,,19.45,50.00,2019-05-14,11.25,YULI PUSPITO/HERY SUGIYANTO,
349,CILACAP,GOMBONG,GBG 10,,,GBG10-341-U001,3,100,TRAFINDO,454.55,22.90,29.00,32.30,3.70,,,,,84.2,0.19,383.10,378.30,,,382.10,377.30,,,19.97,50.00,2019-05-14,11.40,YULI PUSPITO/HERY SUGIYANTO,
350,CILACAP,GOMBONG,GBG 10,,,GBG10-343,3,100,SINTRA,454.55,31.90,33.60,33.80,0.50,,,,,99.3,0.22,382.10,378.80,,,381.10,377.80,,,19.96,50.00,2019-05-14,13.15,YULI PUSPITO/HERY SUGIYANTO,
351,CILACAP,GOMBONG,GBG 10,,,GBG10-346,3,160,UNINDO,727.27,94.30,106.00,157.90,34.40,,,,,358.2,0.49,387.90,375.70,,,386.90,374.70,,,20.03,50.00,2019-05-14,13.23,YULI PUSPITO/HERY SUGIYANTO,
352,CILACAP,GOMBONG,GBG 10,,,GBG10-352,3,100,TRAFINDO,454.55,67.20,59.20,63.20,16.00,,,,,189.6,0.42,382.60,380.10,,,381.60,379.10,,,20.01,50.00,2019-05-14,13.35,YULI PUSPITO/HERY SUGIYANTO,
353,CILACAP,GOMBONG,GBG 10,,,GBG10-356,3,50,SINTRA,227.27,24.30,0.00,0.00,20.00,,,,,24.3,0.11,384.00,381.70,,,383.00,380.70,,,20.09,50.00,2019-05-14,13.42,YULI PUSPITO/HERY SUGIYANTO,
354,CILACAP,GOMBONG,GBG 10,,,GBG10-370-U002,3,100,SINTRA,454.55,0.00,1.30,0.50,1.80,,,,,1.8,0.00,383.80,380.40,,,382.80,379.40,,,20.05,50.00,2019-05-14,13.57,YULI PUSPITO/HERY SUGIYANTO,
355,CILACAP,GOMBONG,GBG 10,,,GBG10-377,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,381.70,379.20,,,380.70,378.20,,,19.96,50.00,2019-05-14,14.05,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
356,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U003,3,100,TRAFINDO,454.55,20.20,4.30,5.80,8.40,,,,,30.3,0.07,382.30,379.20,,,381.30,378.20,,,19.97,50.00,2019-05-14,14.17,YULI PUSPITO/HERY SUGIYANTO,
357,CILACAP,GOMBONG,GBG 10,,,GBG10-244-U042,3,100,TRAFINDO,454.55,16.50,15.60,9.90,7.30,,,,,42,0.09,392.20,381.00,,,381.20,380.00,,,20.02,50.00,2019-05-14,14.30,YULI PUSPITO/HERY SUGIYANTO,
358,CILACAP,GOMBONG,GBG 10,,,GBG10-266,3,100,STARLITE,454.55,2.30,1.30,17.10,7.20,,,,,20.7,0.05,386.30,382.50,,,385.30,381.50,,,20.17,50.00,2019-05-14,14.55,YULI PUSPITO/HERY SUGIYANTO,
359,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U007-B005,3,100,STARLITE,454.55,108.60,111.60,101.00,8.40,,,,,321.2,0.71,403.20,400.70,,,402.10,399.70,,,21.09,50.00,2019-05-15,09.20,YULI PUSPITO/HERY SUGIYANTO,
360,CILACAP,GOMBONG,GBG 10,,,GBG10-051-T001,3,50,STARLITE,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,404.20,401.60,,,403.20,400.60,,,21.14,50.00,2019-05-15,09.33,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
361,CILACAP,GOMBONG,GBG 05,,,GBG05-075-U024,3,50,STARLITE,227.27,0.00,0.00,0.90,0.40,,,,,0.9,0.00,404.30,406.90,,,403.30,405.90,,,21.28,50.00,2019-05-15,09.41,YULI PUSPITO/HERY SUGIYANTO,
362,CILACAP,GOMBONG,GBG 05,,,GBG05-075-U005,3,50,SINTRA,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,407.20,401.70,,,406.20,400.70,,,21.22,50.00,2019-05-15,09.45,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
363,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B016,3,100,TRAFINDO,454.55,20.50,18.70,18.50,8.40,,,,,57.7,0.13,401.10,400.10,,,400.10,399.10,,,21.02,50.00,2019-05-15,10.00,YULI PUSPITO/HERY SUGIYANTO,
364,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B158,3,100,SINTRA,454.55,15.30,15.90,15.90,1.00,,,,,47.1,0.10,397.20,394.10,,,396.20,393.10,,,20.76,50.00,2019-05-15,10.25,YULI PUSPITO/HERY SUGIYANTO,
365,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B166-B002,3,200,B & D,909.09,192.40,239.80,171.10,0.80,,,,,603.3,0.66,388.20,388.40,,,387.20,387.40,,,20.37,50.00,2019-05-15,11.00,YULI PUSPITO/HERY SUGIYANTO,
366,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B166-B003,3,200,TRAFINDO,909.09,223.50,226.40,18.30,0.70,,,,,468.2,0.52,383.90,388.90,,,382.90,387.90,,,20.27,50.00,2019-05-15,11.08,YULI PUSPITO/HERY SUGIYANTO,
367,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B173-T005,3,100,TRAFINDO,454.55,72.20,74.50,74.00,2.30,,,,,220.7,0.49,392.80,389.40,,,391.80,388.40,,,20.52,50.00,2019-05-15,11.12,YULI PUSPITO/HERY SUGIYANTO,
368,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B179,3,100,TRAFINDO,454.55,2.10,3.20,5.50,0.00,,,,,10.8,0.02,396.80,396.30,,,395.80,395.30,,,20.81,50.00,2019-05-15,11.22,YULI PUSPITO/HERY SUGIYANTO,
369,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B182,3,100,SINTRA,454.55,28.60,23.10,18.90,9.70,,,,,70.6,0.16,395.00,395.70,,,394.00,394.70,,,20.74,50.00,2019-05-15,11.25,YULI PUSPITO/HERY SUGIYANTO,
370,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B190-T005,3,100,TRAFINDO,454.55,52.00,25.50,15.60,30.00,,,,,93.1,0.20,399.80,395.60,,,398.80,394.60,,,20.87,50.00,2019-05-15,12.45,YULI PUSPITO/HERY SUGIYANTO,
371,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B277-S013,3,200,B & D,909.09,19.70,19.80,23.20,0.60,,,,,62.7,0.07,396.20,395.70,,,395.20,394.70,,,20.77,50.00,2019-05-15,13.00,YULI PUSPITO/HERY SUGIYANTO,
372,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B277-S015,3,100,TRAFINDO,454.55,12.20,23.80,19.40,10.40,,,,,55.4,0.12,397.70,395.00,,,396.70,394.00,,,20.80,50.00,2019-05-15,13.07,YULI PUSPITO/HERY SUGIYANTO,
373,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B299,3,50,B & D,227.27,2.90,0.60,1.40,2.10,,,,,4.9,0.02,395.90,394.60,,,394.90,393.60,,,20.74,50.00,2019-05-15,13.20,YULI PUSPITO/HERY SUGIYANTO,
374,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U006,3,100,TRAFINDO,454.55,5.60,0.50,4.40,3.10,,,,,10.5,0.02,405.40,404.30,,,404.40,403.30,,,21.24,50.00,2019-05-18,09.00,YULI PUSPITO/HERY SUGIYANTO,
375,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T019,3,160,TRAFINDO,727.27,89.30,46.20,132.90,43.40,,,,,268.4,0.37,400.40,397.70,,,399.40,396.70,,,20.94,50.00,2019-05-18,09.10,YULI PUSPITO/HERY SUGIYANTO,
376,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U004-B003,3,160,SINTRA,727.27,2.40,0.00,0.00,0.60,,,,,2.4,0.00,405.00,403.80,,,404.00,402.80,,,21.22,50.00,2019-05-18,09.20,YULI PUSPITO/HERY SUGIYANTO,
377,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U012,3,50,B & D,227.27,38.60,27.50,35.60,0.80,,,,,101.7,0.45,398.10,398.40,,,397.10,397.40,,,20.90,50.00,2019-05-18,09.30,YULI PUSPITO/HERY SUGIYANTO,
378,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U013-T006,3,100,SINTRA,454.55,55.20,56.70,67.80,11.00,,,,,179.7,0.40,400.00,397.70,,,399.00,396.70,,,20.93,50.00,2019-05-18,09.35,YULI PUSPITO/HERY SUGIYANTO,
379,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U017,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-18,09.45,YULI PUSPITO/HERY SUGIYANTO,BREAKER TIDAK TERPASANG
380,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U026,3,50,B & D,227.27,17.10,11.80,33.70,9.50,,,,,62.6,0.28,404.70,402.30,,,403.70,401.30,,,21.17,50.00,2019-05-18,09.50,YULI PUSPITO/HERY SUGIYANTO,
381,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U027,3,100,TRAFINDO,454.55,3.80,3.70,12.40,5.40,,,,,19.9,0.04,406.50,404.50,,,405.50,403.50,,,21.28,50.00,2019-05-18,09.55,YULI PUSPITO/HERY SUGIYANTO,
382,CILACAP,GOMBONG,GBG 06,,,GBG06-105-T029,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,402.10,400.40,,,401.10,399.40,,,21.05,50.00,2019-05-18,10.03,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
383,CILACAP,GOMBONG,GBG 06,,,GBG06-105-T003,3,50,SINTRA,227.27,9.60,8.60,8.80,3.60,,,,,27,0.12,401.60,399.80,,,400.60,398.80,,,21.02,50.00,2019-05-18,10.15,YULI PUSPITO/HERY SUGIYANTO,
384,CILACAP,GOMBONG,GBG 06,,,GBG06-105,3,50,SINTRA,227.27,16.90,35.40,13.10,0.00,,,,,65.4,0.29,400.20,399.30,,,399.20,398.30,,,20.97,50.00,2019-05-18,10.22,YULI PUSPITO/HERY SUGIYANTO,
385,CILACAP,GOMBONG,GBG 06,,,GBG06-145,3,300,UNINDO,1363.64,266.20,282.20,267.90,7.90,,,,,816.3,0.60,394.40,393.30,,,393.40,392.30,,,20.66,50.00,2019-05-18,11.10,YULI PUSPITO/HERY SUGIYANTO,TRAFO PELANGGAN
386,CILACAP,GOMBONG,GBG 06,,,GBG06-156,3,100,TRAFINDO,454.55,43.80,66.70,29.50,9.20,,,,,140,0.31,397.90,397.60,,,396.90,396.60,,,20.87,50.00,2019-05-18,11.20,YULI PUSPITO/HERY SUGIYANTO,
387,CILACAP,GOMBONG,GBG 06,,,GBG06-093,3,200,SINTRA,909.09,69.90,41.20,38.90,31.00,,,,,150,0.17,400.70,400.00,,,399.70,399.00,,,21.01,50.00,2019-05-18,11.31,YULI PUSPITO/HERY SUGIYANTO,
388,CILACAP,GOMBONG,GBG 06,,,GBG06-075,3,50,SINTRA,227.27,1.20,3.40,10.70,10.00,,,,,15.3,0.07,402.70,401.00,,,401.70,400.00,,,21.08,50.00,2019-05-18,11.40,YULI PUSPITO/HERY SUGIYANTO,
389,CILACAP,GOMBONG,GBG 06,,,GBG06-073,3,200,B & D,909.09,43.60,46.80,47.00,7.20,,,,,137.4,0.15,406.10,401.10,,,405.10,404.10,,,21.28,50.00,2019-05-18,11.46,YULI PUSPITO/HERY SUGIYANTO,
390,CILACAP,GOMBONG,GBG 06,,,GBG06-069,3,100,SCHNEIDER,454.55,60.10,67.00,23.40,24.80,,,,,150.5,0.33,402.80,398.40,,,401.80,400.80,,,21.11,50.00,2019-05-18,13.20,YULI PUSPITO/HERY SUGIYANTO,
391,CILACAP,GOMBONG,GBG 06,,,GBG06-089-T022,3,250,STARLITE,1136.36,155.80,142.00,168.10,27.40,,,,,465.9,0.41,402.20,396.60,,,401.20,400.20,,,21.08,50.00,2019-05-18,13.32,YULI PUSPITO/HERY SUGIYANTO,
392,CILACAP,GOMBONG,GBG 06,,,GBG06-089-T024,3,160,UNINDO,727.27,59.50,70.20,94.20,14.40,,,,,223.9,0.31,396.80,396.40,,,395.80,394.80,,,20.79,50.00,2019-05-18,13.36,YULI PUSPITO/HERY SUGIYANTO,
393,CILACAP,GOMBONG,GBG 06,,,GBG06-089-T021,3,50,STARLITE,227.27,3.70,10.30,24.30,8.00,,,,,38.3,0.17,401.20,398.10,,,400.20,399.20,,,21.02,50.00,2019-05-18,13.41,YULI PUSPITO/HERY SUGIYANTO,
394,CILACAP,GOMBONG,GBG 02,,,GBG02-042,3,50,TRAFINDO,227.27,4.30,7.40,1.60,7.50,,,,,13.3,0.06,407.80,404.10,,,406.80,403.10,,,21.30,50.00,2019-05-19,09.25,YULI PUSPITO/HERY SUGIYANTO,
395,CILACAP,GOMBONG,GBG 02,,,GBG02-045,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,405.30,402.20,,,404.30,401.20,,,21.18,50.00,2019-05-19,09.30,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
396,CILACAP,GOMBONG,GBG 05,,,GBG05-050,3,50,TRAFINDO,227.27,0.00,0.00,0.70,0.70,,,,,0.7,0.00,402.10,401.10,,,401.10,400.10,,,21.07,50.00,2019-05-19,09.50,YULI PUSPITO/HERY SUGIYANTO,
397,CILACAP,GOMBONG,GBG 05,,,GBG05-054,3,50,SINTRA,227.27,12.30,24.10,18.90,5.20,,,,,55.3,0.24,399.00,397.30,,,398.00,396.30,,,20.89,50.00,2019-05-19,09.55,YULI PUSPITO/HERY SUGIYANTO,
